Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
Immunic Inc,IMUX,Sell,Filled,25,25,@16.88,16.88,DAY,09/10/2020 10:29:06 EDT,09/10/2020 10:29:07 EDT
Delta Air,DAL,Sell,Filled,8,8,@32.28,32.28,DAY,09/10/2020 10:03:14 EDT,09/10/2020 10:03:15 EDT
Limelight,LLNW,Buy,Filled,10,10,@5.32,5.32,DAY,09/09/2020 10:33:58 EDT,09/09/2020 10:33:59 EDT
Limelight,LLNW,Buy,Filled,10,10,@5.20,5.20,DAY,09/09/2020 09:42:12 EDT,09/09/2020 09:42:13 EDT
Limelight,LLNW,Sell,Cancelled,0,10,4.80,,GTC,09/09/2020 09:42:12 EDT,
Supercon Tech,SCON,Sell,Filled,300,300,@0.460,0.460,DAY,09/09/2020 09:33:36 EDT,09/09/2020 09:34:16 EDT
Axonics Modulation Technologies,AXNX,Buy,Filled,10,10,@35.76,35.76,DAY,09/08/2020 12:32:48 EDT,09/08/2020 12:35:00 EDT
Axonics Modulation Technologies,AXNX,Sell,Cancelled,0,10,34.00,,GTC,09/08/2020 12:32:48 EDT,
AudioCodes,AUDC,Buy,Filled,15,15,@28.76,28.76,DAY,09/08/2020 11:44:47 EDT,09/08/2020 11:46:56 EDT
Immunic Inc,IMUX,Buy,Filled,25,25,@15.00,15.00,DAY,09/08/2020 11:28:51 EDT,09/08/2020 11:36:39 EDT
Immunic Inc,IMUX,Sell,Cancelled,0,25,13.00,,GTC,09/08/2020 11:28:51 EDT,
Cutera,CUTR,Buy,Filled,15,15,@16.35,16.35,DAY,09/08/2020 11:24:03 EDT,09/08/2020 11:26:56 EDT
EVERQUOTE,EVER,Buy,Cancelled,0,5,@36.85,,DAY,09/04/2020 12:23:45 EDT,
Delta Air,DAL,Sell,Cancelled,0,8,@34.00,,GTC,09/03/2020 10:36:55 EDT,
Snap,SNAP,Buy,Filled,10,10,@23.30,23.30,GTC,09/02/2020 13:49:12 EDT,09/02/2020 13:49:13 EDT
Snap,SNAP,Sell,Cancelled,0,10,20.50,,GTC,09/02/2020 13:49:12 EDT,
Lightpth Tech,LPTH,Sell,Filled,50,50,@2.00,2.00,GTC,09/02/2020 13:12:28 EDT,09/03/2020 11:20:38 EDT
Lightpth Tech,LPTH,Sell,Cancelled,0,50,@5.00,,GTC,09/02/2020 13:12:28 EDT,
Workhorse Group,WKHS,Buy,Filled,5,5,@18.65,18.65,GTC,09/02/2020 12:57:32 EDT,09/02/2020 12:58:44 EDT
Workhorse Group,WKHS,Sell,Filled,5,5,@17.00,17.00,GTC,09/02/2020 12:57:32 EDT,09/04/2020 10:44:00 EDT
EVERQUOTE,EVER,Buy,Cancelled,0,10,@38.00,,DAY,09/02/2020 08:03:17 EDT,
GAN Ltd,GAN,Buy,Filled,5,5,@20.95,20.95,DAY,09/01/2020 13:01:12 EDT,09/01/2020 13:01:13 EDT
DAVE BUSTERS ENT,PLAY,Sell,Cancelled,0,10,16.30,,GTC,09/01/2020 12:21:23 EDT,
DAVE BUSTERS ENT,PLAY,Sell,Cancelled,0,10,@19.71,,GTC,09/01/2020 12:21:23 EDT,
DAVE BUSTERS ENT,PLAY,Buy,Filled,20,20,@17.92,17.92,DAY,09/01/2020 12:20:42 EDT,09/01/2020 12:20:43 EDT
SunPower,SPWR,Buy,Filled,10,10,@11.80,11.80,GTC,09/01/2020 11:34:01 EDT,09/01/2020 11:34:02 EDT
SunPower,SPWR,Sell,Filled,10,10,@10.47,10.47,GTC,09/01/2020 11:34:01 EDT,09/04/2020 10:18:19 EDT
BioHiTech Global Inc,BHTG,Buy,Filled,50,50,@1.28,1.28,GTC,08/28/2020 12:42:11 EDT,08/28/2020 12:42:12 EDT
BioHiTech Global Inc,BHTG,Sell,Cancelled,0,50,1.15,,GTC,08/28/2020 12:42:11 EDT,
LIQTECH INTERNAT,LIQT,Buy,Filled,40,40,@6.83,6.83,DAY,08/28/2020 08:37:17 EDT,08/28/2020 09:32:39 EDT
Biomerica,BMRA,Buy,Filled,15,15,@7.39,7.39,GTC,08/28/2020 08:21:16 EDT,08/28/2020 09:30:03 EDT
Biomerica,BMRA,Sell,Filled,15,15,@6.72,6.72,GTC,08/28/2020 08:21:16 EDT,09/01/2020 09:30:02 EDT
OraSure Tech,OSUR,Buy,Filled,5,5,@11.48,11.48,GTC,08/27/2020 10:06:07 EDT,08/27/2020 10:06:07 EDT
OraSure Tech,OSUR,Sell,Filled,5,5,@10.46,10.46,GTC,08/27/2020 10:06:07 EDT,09/04/2020 09:42:17 EDT
Applied DNA Sciences Inc,APDN,Sell,Filled,20,20,@8.05,8.05,DAY,08/27/2020 10:04:42 EDT,08/27/2020 10:04:52 EDT
SunPower,SPWR,Buy,Filled,25,25,@11.97,11.97,DAY,08/27/2020 09:38:40 EDT,08/27/2020 09:38:41 EDT
Electrameccanica Vehicles Corp,SOLO,Buy,Filled,80,80,@3.14,3.14,DAY,08/26/2020 11:22:12 EDT,08/26/2020 11:22:13 EDT
Blackline,BL,Buy,Filled,5,5,@78.00,78.00,DAY,08/26/2020 09:55:10 EDT,08/26/2020 09:58:53 EDT
Genasys Inc.,GNSS,Buy,Cancelled,0,20,@4.92,,DAY,08/26/2020 09:43:52 EDT,
OPKO Health,OPK,Buy,Filled,20,20,@4.48,4.48,GTC,08/25/2020 12:24:30 EDT,08/25/2020 12:24:31 EDT
OPKO Health,OPK,Sell,Filled,20,20,@4.20,4.20,GTC,08/25/2020 12:24:30 EDT,08/26/2020 09:30:02 EDT
EVERQUOTE,EVER,Buy,Filled,5,5,@37.28,37.28,DAY,08/25/2020 11:59:53 EDT,08/25/2020 11:59:54 EDT
EVERQUOTE,EVER,Sell,Filled,5,5,@35.63,35.63,GTC,08/25/2020 11:59:53 EDT,08/31/2020 09:38:01 EDT
Delta Air,DAL,Sell,Filled,5,5,@30.00,30.00,DAY,08/25/2020 09:33:43 EDT,08/25/2020 09:33:45 EDT
CBAK Energy Tech,CBAT,Sell,Filled,200,200,@0.6303,0.6303,DAY,08/24/2020 13:19:43 EDT,08/24/2020 13:19:44 EDT
Mohawk Group Holdings Inc,MWK,Buy,Filled,10,10,@7.80,7.80,GTC,08/24/2020 11:36:21 EDT,08/24/2020 11:36:22 EDT
Mohawk Group Holdings Inc,MWK,Sell,Filled,10,10,@6.90,6.90,GTC,08/24/2020 11:36:21 EDT,09/03/2020 11:38:22 EDT
INUVO,INUV,Sell,Filled,250,250,@0.431,0.431,DAY,08/24/2020 09:38:23 EDT,08/24/2020 09:38:41 EDT
Mohawk Group Holdings Inc,MWK,Buy,Filled,5,5,@7.15,7.15,DAY,08/24/2020 09:08:20 EDT,08/24/2020 09:14:34 EDT
Lightpth Tech,LPTH,Sell,Filled,30,30,@2.54,2.54,DAY,08/21/2020 10:45:24 EDT,08/21/2020 10:45:25 EDT
Francesca's,FRANQ,Sell,Filled,40,40,@5.85,5.85,DAY,08/21/2020 09:35:59 EDT,08/21/2020 09:41:09 EDT
GAN Ltd,GAN,Buy,Filled,10,10,@20.70,20.70,DAY,08/21/2020 09:30:54 EDT,08/21/2020 09:30:55 EDT
AdaptHealth Corp,AHCO,Buy,Filled,10,10,@21.25,21.25,DAY,08/21/2020 08:29:03 EDT,08/21/2020 10:41:52 EDT
DLH Hldg,DLHC,Buy,Filled,5,5,@8.98,8.98,DAY,08/20/2020 10:30:19 EDT,08/20/2020 10:30:19 EDT
Sphere 3D,ANY,Sell,Filled,110,110,@3.07,3.07,DAY,08/20/2020 10:16:23 EDT,08/20/2020 10:16:34 EDT
Westport Fuel,WPRT,Sell,Cancelled,0,100,1.50,,GTC,08/20/2020 09:57:48 EDT,
Westport Fuel,WPRT,Sell,Cancelled,0,100,@2.09,,GTC,08/20/2020 09:57:48 EDT,
Westport Fuel,WPRT,Buy,Filled,200,200,@1.90,1.90,DAY,08/20/2020 09:57:19 EDT,08/20/2020 09:57:20 EDT
Westport Fuel,WPRT,Sell,Cancelled,0,200,1.50,,GTC,08/20/2020 09:57:19 EDT,
Ballard Power,BLDP,Sell,Filled,7,7,@15.20,15.20,DAY,08/20/2020 09:47:12 EDT,08/20/2020 09:47:13 EDT
GAN Ltd,GAN,Sell,Filled,13,13,@26.03,26.03,DAY,08/20/2020 09:31:16 EDT,08/20/2020 09:31:17 EDT
OPKO Health,OPK,Sell,Cancelled,0,50,@5.70,,GTC,08/20/2020 09:28:38 EDT,
Veritone,VERI,Sell,Filled,30,30,@10.21,10.21,GTC,08/20/2020 09:23:16 EDT,08/21/2020 09:53:09 EDT
Veritone,VERI,Sell,Cancelled,0,30,@12.60,,GTC,08/20/2020 09:23:16 EDT,
Veritone,VERI,Sell,Cancelled,0,30,@12.50,,GTC,08/20/2020 09:18:13 EDT,
Remark Holdings,MARK,Sell,Filled,300,300,@1.19,1.19,DAY,08/19/2020 10:53:51 EDT,08/19/2020 10:54:11 EDT
Remark Holdings,MARK,Buy,Filled,150,150,@1.20,1.20,DAY,08/19/2020 10:53:23 EDT,08/19/2020 10:53:24 EDT
Energous,WATT,Sell,Filled,40,40,@4.11,4.11,DAY,08/19/2020 09:13:12 EDT,08/19/2020 09:13:13 EDT
MILESTONE SCIENT,MLSS,Sell,Filled,50,50,@1.80,1.80,DAY,08/18/2020 12:18:26 EDT,08/18/2020 15:59:34 EDT
INUVO,INUV,Sell,Filled,250,250,@0.460,0.460,DAY,08/18/2020 11:22:43 EDT,08/18/2020 11:22:44 EDT
Applied DNA Sciences Inc,APDN,Sell,Cancelled,0,40,8.41,,GTC,08/18/2020 10:15:50 EDT,
Applied DNA Sciences Inc,APDN,Sell,Cancelled,0,40,@15.00,,GTC,08/18/2020 10:15:50 EDT,
Francesca's,FRANQ,Sell,Cancelled,0,40,@5.30,,DAY,08/18/2020 10:13:49 EDT,
Blackline,BL,Buy,Filled,5,5,@76.67,76.67,DAY,08/18/2020 10:08:11 EDT,08/18/2020 10:08:12 EDT
FirstEnergy,FE,Sell,Filled,10,10,@28.80,28.80,DAY,08/18/2020 09:33:20 EDT,08/18/2020 09:33:53 EDT
EVERQUOTE,EVER,Buy,Filled,15,15,@40.00,40.00,DAY,08/18/2020 08:00:26 EDT,08/18/2020 10:27:26 EDT
EVERQUOTE,EVER,Sell,Cancelled,0,15,34.00,,GTC,08/18/2020 08:00:26 EDT,
Mohawk Group Holdings Inc,MWK,Buy,Filled,20,20,@8.72,8.72,DAY,08/17/2020 12:28:05 EDT,08/17/2020 12:28:06 EDT
Hyliion Holdings Corporation,HYLN,Sell,Filled,4,4,@26.70,26.70,DAY,08/17/2020 11:07:36 EDT,08/17/2020 11:07:37 EDT
Limelight,LLNW,Buy,Filled,10,10,@6.09,6.09,DAY,08/13/2020 10:39:09 EDT,08/13/2020 10:39:10 EDT
OraSure Tech,OSUR,Sell,Filled,3,3,@13.20,13.20,DAY,08/13/2020 10:21:12 EDT,08/13/2020 10:22:11 EDT
Clean Enrgy Fuel,CLNE,Sell,Filled,100,100,@2.81,2.81,DAY,08/12/2020 11:27:45 EDT,08/12/2020 11:27:46 EDT
Velodyne Lidar Inc,VLDR,Sell,Filled,5,5,@16.65,16.65,DAY,08/12/2020 11:21:34 EDT,08/12/2020 11:21:35 EDT
Genasys Inc.,GNSS,Buy,Filled,10,10,@4.50,4.50,DAY,08/11/2020 10:55:52 EDT,08/11/2020 11:21:36 EDT
DLH Hldg,DLHC,Buy,Filled,10,10,@8.85,8.85,DAY,08/11/2020 10:30:14 EDT,08/11/2020 11:24:14 EDT
Lightpth Tech,LPTH,Buy,Filled,80,80,@3.01,3.01,DAY,08/11/2020 10:23:58 EDT,08/11/2020 15:12:46 EDT
Simon Prop Grp,SPG,Sell,Filled,2,2,@70.40,70.40,DAY,08/11/2020 10:13:37 EDT,08/11/2020 10:13:49 EDT
Orion Energy Sys,OESX,Buy,Cancelled,0,50,@4.50,,GTC,08/10/2020 17:28:20 EDT,
ChannelAdvisor,ECOM,Buy,Cancelled,0,15,@15.00,,GTC,08/10/2020 17:02:01 EDT,
MicroVision,MVIS,Sell,Filled,80,80,@1.50,1.50,DAY,08/10/2020 15:51:19 EDT,08/10/2020 15:58:56 EDT
Genasys Inc.,GNSS,Buy,Filled,10,10,@4.29,4.29,DAY,08/10/2020 12:36:17 EDT,08/10/2020 12:36:18 EDT
Remark Holdings,MARK,Buy,Filled,50,50,@1.86,1.86,DAY,08/10/2020 12:32:51 EDT,08/10/2020 14:11:24 EDT
Supercon Tech,SCON,Sell,Cancelled,0,300,@0.5421,,GTC,08/10/2020 12:06:43 EDT,
Supercon Tech,SCON,Buy,Cancelled,0,100,@0.480,,DAY,08/10/2020 12:06:07 EDT,
MicroVision,MVIS,Sell,Filled,80,80,@1.68,1.68,DAY,08/10/2020 11:28:40 EDT,08/10/2020 11:30:03 EDT
Aehr Test Sys,AEHR,Sell,Filled,150,150,@2.12,2.12,DAY,08/10/2020 11:20:06 EDT,08/10/2020 11:20:41 EDT
Arcimoto,FUV,Sell,Filled,20,20,@6.51,6.51,DAY,08/10/2020 11:16:45 EDT,08/10/2020 11:29:10 EDT
OraSure Tech,OSUR,Buy,Filled,2,2,@15.08,15.08,DAY,08/10/2020 11:07:07 EDT,08/10/2020 11:07:08 EDT
CBAK Energy Tech,CBAT,Sell,Cancelled,0,200,@1.30,,GTC,08/10/2020 10:16:45 EDT,
Vivint Smart Home Inc,VVNT,Sell,Filled,25,25,@17.45,17.45,DAY,08/07/2020 13:29:09 EDT,08/07/2020 13:29:10 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Buy,Filled,2,2,@22.00,22.00,DAY,08/07/2020 11:10:24 EDT,08/07/2020 12:31:56 EDT
OraSure Tech,OSUR,Buy,Filled,2,2,@14.15,14.15,DAY,08/07/2020 09:31:57 EDT,08/07/2020 09:33:05 EDT
MicroVision,MVIS,Buy,Filled,20,20,@1.92,1.92,DAY,08/06/2020 14:37:14 EDT,08/06/2020 14:37:15 EDT
SPDR® S&P 500 ETF Trust,SPY,Buy,Filled,3,3,@333.88,333.88,DAY,08/06/2020 14:33:25 EDT,08/06/2020 14:33:44 EDT
SPDR® S&P 500 ETF Trust,SPY,Buy,Cancelled,0,2,@333.82,,DAY,08/06/2020 14:32:58 EDT,
Applied DNA Sciences Inc,APDN,Buy,Filled,10,10,@10.80,10.80,DAY,08/06/2020 14:03:38 EDT,08/06/2020 14:03:53 EDT
OraSure Tech,OSUR,Buy,Filled,2,2,@12.46,12.46,DAY,08/06/2020 13:54:06 EDT,08/06/2020 13:54:32 EDT
Growgeneration,GRWG,Sell,Filled,35,35,@8.65,8.65,DAY,08/06/2020 13:04:06 EDT,08/06/2020 13:06:05 EDT
OPKO Health,OPK,Buy,Filled,50,50,@5.79,5.79,DAY,08/06/2020 12:34:08 EDT,08/06/2020 12:34:09 EDT
Supercom,SPCB,Sell,Filled,210,210,@1.46,1.46,DAY,08/06/2020 12:11:37 EDT,08/06/2020 12:11:38 EDT
DLH Hldg,DLHC,Sell,Cancelled,0,15,@10.03,,DAY,08/06/2020 12:06:24 EDT,
Energous,WATT,Buy,Filled,35,35,@3.08,3.08,DAY,08/06/2020 10:05:54 EDT,08/06/2020 10:05:55 EDT
Houghton,HMHC,Sell,Filled,100,100,@3.11,3.11,DAY,08/06/2020 09:57:56 EDT,08/06/2020 09:58:05 EDT
DLH Hldg,DLHC,Sell,Cancelled,0,30,@10.25,,DAY,08/06/2020 09:34:40 EDT,
DLH Hldg,DLHC,Sell,Cancelled,0,30,@10.30,,DAY,08/06/2020 09:33:13 EDT,
MicroVision,MVIS,Sell,Filled,20,20,@2.55,2.55,DAY,08/05/2020 12:34:11 EDT,08/05/2020 12:34:12 EDT
MicroVision,MVIS,Sell,Filled,20,20,@3.00,3.00,DAY,08/05/2020 05:10:14 EDT,08/05/2020 05:10:18 EDT
Beyond Meat,BYND,Sell,Filled,1,1,@133.00,133.00,DAY,08/04/2020 16:35:21 EDT,08/04/2020 16:36:12 EDT
Beyond Meat,BYND,Sell,Cancelled,0,1,@133.72,,DAY,08/04/2020 16:34:40 EDT,
DLH Hldg,DLHC,Buy,Filled,15,15,@11.22,11.22,DAY,08/04/2020 15:43:53 EDT,08/04/2020 15:46:39 EDT
MicroVision,MVIS,Sell,Filled,40,40,@2.57,2.57,DAY,08/04/2020 14:25:43 EDT,08/04/2020 14:25:44 EDT
Houghton,HMHC,Buy,Filled,100,100,@3.18,3.18,DAY,08/04/2020 13:22:26 EDT,08/04/2020 13:22:27 EDT
INUVO,INUV,Buy,Filled,500,500,@0.620,0.620,DAY,08/04/2020 13:18:31 EDT,08/04/2020 13:19:32 EDT
QURATE RETAIL,QRTEA,Sell,Filled,45,45,@10.96,10.96,DAY,08/04/2020 12:55:22 EDT,08/04/2020 12:55:23 EDT
Applied DNA Sciences Inc,APDN,Buy,Filled,10,10,@10.50,10.50,DAY,08/04/2020 11:55:16 EDT,08/04/2020 11:58:14 EDT
Francesca's,FRANQ,Buy,Filled,40,40,@5.80,5.80,DAY,08/04/2020 11:32:24 EDT,08/04/2020 11:33:42 EDT
Supercon Tech,SCON,Buy,Filled,300,300,@0.5332,0.5332,DAY,08/04/2020 11:24:43 EDT,08/04/2020 11:24:44 EDT
IEC ELECTRONICS,IEC,Sell,Filled,10,10,@9.12,9.12,DAY,08/04/2020 11:22:20 EDT,08/04/2020 11:22:21 EDT
IEC ELECTRONICS,IEC,Sell,Cancelled,0,10,@9.15,,DAY,08/04/2020 10:58:45 EDT,
Sphere 3D,ANY,Buy,Filled,10,10,@3.00,3.00,DAY,08/04/2020 10:51:10 EDT,08/04/2020 10:51:19 EDT
Supercom,SPCB,Buy,Filled,60,60,@1.50,1.50,DAY,08/04/2020 10:49:21 EDT,08/04/2020 10:49:22 EDT
FuelCell Energy,FCEL,Sell,Filled,50,50,@2.46,2.46,DAY,08/04/2020 10:34:30 EDT,08/04/2020 10:34:31 EDT
Sphere 3D,ANY,Sell,Filled,40,40,@2.81,2.81,DAY,08/04/2020 10:20:47 EDT,08/04/2020 10:20:55 EDT
Envela Corp,ELA,Sell,Filled,70,70,@4.40,4.40,DAY,08/04/2020 09:50:00 EDT,08/04/2020 09:50:01 EDT
Beasley Broadcst,BBGI,Sell,Filled,30,30,@1.85,1.85,DAY,08/04/2020 09:32:48 EDT,08/04/2020 09:32:49 EDT
Sphere 3D,ANY,Buy,Filled,40,40,@3.18,3.18,DAY,08/04/2020 08:24:17 EDT,08/04/2020 09:10:44 EDT
Sphere 3D,ANY,Sell,Cancelled,0,40,@4.20,,DAY,08/04/2020 08:07:07 EDT,
Remark Holdings,MARK,Buy,Filled,100,100,@1.50,1.50,DAY,08/04/2020 05:58:25 EDT,08/04/2020 07:03:04 EDT
Applied DNA Sciences Inc,APDN,Buy,Cancelled,0,5,@9.16,,DAY,08/04/2020 05:50:06 EDT,
Veritone,VERI,Buy,Filled,10,10,@11.92,11.92,DAY,08/03/2020 12:41:01 EDT,08/03/2020 12:41:01 EDT
Applied DNA Sciences Inc,APDN,Buy,Filled,10,10,@10.04,10.04,DAY,08/03/2020 12:37:26 EDT,08/03/2020 12:37:26 EDT
Envela Corp,ELA,Sell,Cancelled,0,70,4.10,,GTC,08/03/2020 11:42:02 EDT,
Envela Corp,ELA,Sell,Cancelled,0,70,@4.91,,GTC,08/03/2020 11:42:02 EDT,
Growgeneration,GRWG,Buy,Filled,35,35,@8.65,8.65,DAY,08/03/2020 11:39:15 EDT,08/03/2020 11:39:16 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Buy,Filled,5,5,@24.95,24.95,DAY,08/03/2020 11:08:54 EDT,08/03/2020 11:08:58 EDT
SAFE-T GROUP LTD.,SFET,Sell,Filled,70,70,@1.48,1.48,DAY,08/03/2020 10:59:56 EDT,08/03/2020 10:59:57 EDT
Genasys Inc.,GNSS,Sell,Cancelled,0,60,3.96,,GTC,08/03/2020 10:38:10 EDT,
Genasys Inc.,GNSS,Sell,Cancelled,0,60,@5.00,,GTC,08/03/2020 10:38:10 EDT,
Oblong Inc,OBLG,Sell,Filled,40,40,@3.05,3.05,DAY,08/03/2020 10:33:11 EDT,08/03/2020 10:33:23 EDT
Workhorse Group,WKHS,Buy,Filled,15,15,@17.38,17.38,DAY,08/03/2020 09:57:16 EDT,08/03/2020 09:57:27 EDT
Beyond Meat,BYND,Sell,Filled,1,1,@130.41,130.41,DAY,08/03/2020 09:35:48 EDT,08/03/2020 09:35:49 EDT
Houghton,HMHC,Buy,Cancelled,0,100,@2.60,,GTC,08/03/2020 09:19:37 EDT,
MicroVision,MVIS,Buy,Filled,50,50,@2.03,2.03,DAY,08/03/2020 08:49:23 EDT,08/03/2020 08:49:23 EDT
Snap,SNAP,Sell,Filled,15,15,@21.59,21.59,GTC,08/03/2020 06:57:08 EDT,08/03/2020 09:30:24 EDT
Snap,SNAP,Sell,Cancelled,0,15,@24.82,,GTC,08/03/2020 06:57:08 EDT,
Snap,SNAP,Sell,Cancelled,0,15,@22.40,,DAY,08/03/2020 06:47:09 EDT,
Clean Enrgy Fuel,CLNE,Sell,Filled,100,100,@2.40,2.40,DAY,07/31/2020 11:00:49 EDT,07/31/2020 14:47:31 EDT
Velodyne Lidar Inc,VLDR,Sell,Filled,5,5,@14.00,14.00,DAY,07/31/2020 10:31:00 EDT,07/31/2020 10:31:07 EDT
GAN Ltd,GAN,Sell,Filled,5,5,@19.27,19.27,DAY,07/31/2020 10:12:59 EDT,07/31/2020 10:13:16 EDT
1LIFE HEALTHCARE INC,ONEM,Sell,Filled,3,3,@30.10,30.10,DAY,07/31/2020 10:04:08 EDT,07/31/2020 10:04:08 EDT
Lightpth Tech,LPTH,Sell,Filled,90,90,@4.29,4.29,DAY,07/31/2020 09:58:29 EDT,07/31/2020 09:58:53 EDT
Lightpth Tech,LPTH,Sell,Filled,80,80,@4.34,4.34,DAY,07/31/2020 09:08:00 EDT,07/31/2020 09:10:58 EDT
Applied DNA Sciences Inc,APDN,Buy,Filled,10,10,@11.35,11.35,DAY,07/31/2020 08:37:16 EDT,07/31/2020 08:39:21 EDT
Beyond Meat,BYND,Sell,Filled,1,1,@123.21,123.21,DAY,07/30/2020 14:28:39 EDT,07/30/2020 14:29:52 EDT
Beyond Meat,BYND,Sell,Filled,1,1,@123.18,123.18,DAY,07/30/2020 14:28:08 EDT,07/30/2020 14:28:08 EDT
OraSure Tech,OSUR,Buy,Filled,12,12,@18.96,18.96,DAY,07/30/2020 13:32:00 EDT,07/30/2020 13:32:01 EDT
MicroVision,MVIS,Buy,Filled,170,170,@1.97,1.97,DAY,07/30/2020 12:55:41 EDT,07/30/2020 12:55:42 EDT
Lightpth Tech,LPTH,Buy,Filled,40,40,@3.88,3.88,DAY,07/30/2020 11:04:28 EDT,07/30/2020 11:05:29 EDT
Aehr Test Sys,AEHR,Buy,Filled,150,150,@2.10,2.10,DAY,07/30/2020 11:00:31 EDT,07/30/2020 13:17:22 EDT
Velodyne Lidar Inc,VLDR,Sell,Filled,10,10,@15.00,15.00,DAY,07/30/2020 10:13:16 EDT,07/30/2020 10:16:43 EDT
QURATE RETAIL,QRTEA,Buy,Filled,15,15,@11.27,11.27,DAY,07/30/2020 10:01:38 EDT,07/30/2020 10:04:23 EDT
FirstEnergy,FE,Sell,Filled,10,10,@28.39,28.39,DAY,07/30/2020 09:52:55 EDT,07/30/2020 09:52:56 EDT
Oblong Inc,OBLG,Sell,Filled,40,40,@2.86,2.86,DAY,07/30/2020 09:43:59 EDT,07/30/2020 09:44:00 EDT
FuelCell Energy,FCEL,Sell,Filled,50,50,@2.20,2.20,DAY,07/29/2020 13:08:25 EDT,07/29/2020 13:08:26 EDT
Party Cty Holdco,PRTY,Buy,Cancelled,0,220,@1.58,,DAY,07/29/2020 12:24:07 EDT,
Limelight,LLNW,Buy,Filled,15,15,@6.49,6.49,DAY,07/29/2020 11:50:28 EDT,07/29/2020 11:50:29 EDT
Blink Charging,BLNK,Sell,Filled,45,45,@9.11,9.11,DAY,07/29/2020 11:11:34 EDT,07/29/2020 11:11:34 EDT
Glu Mobile,GLUU,Sell,Filled,35,35,@9.24,9.24,DAY,07/29/2020 09:43:58 EDT,07/29/2020 09:43:59 EDT
1LIFE HEALTHCARE INC,ONEM,Sell,Filled,2,2,@31.95,31.95,DAY,07/29/2020 09:40:47 EDT,07/29/2020 09:40:55 EDT
ONECONNECT FINANCIAL TECHNOLOGY CO.  LTD.,OCFT,Buy,Filled,15,15,@22.94,22.94,DAY,07/28/2020 14:21:05 EDT,07/28/2020 14:21:06 EDT
SAFE-T GROUP LTD.,SFET,Sell,Filled,50,50,@1.57,1.57,DAY,07/28/2020 14:09:13 EDT,07/28/2020 14:09:14 EDT
Beyond Meat,BYND,Buy,Filled,1,1,@126.31,126.31,DAY,07/28/2020 13:40:50 EDT,07/28/2020 13:40:50 EDT
Arconic Corp,ARNC,Sell,Filled,22,22,@16.82,16.82,DAY,07/28/2020 13:34:34 EDT,07/28/2020 13:34:35 EDT
Fortress Trans,FTAI,Sell,Filled,15,15,@14.84,14.84,DAY,07/28/2020 13:28:15 EDT,07/28/2020 13:28:24 EDT
DLH Hldg,DLHC,Buy,Filled,15,15,@10.38,10.38,DAY,07/28/2020 13:23:58 EDT,07/28/2020 13:24:57 EDT
GAN Ltd,GAN,Buy,Filled,8,8,@21.90,21.90,DAY,07/28/2020 13:02:44 EDT,07/28/2020 13:07:02 EDT
Veritone,VERI,Buy,Filled,10,10,@11.78,11.78,DAY,07/28/2020 13:01:53 EDT,07/28/2020 13:01:54 EDT
Arcimoto,FUV,Buy,Filled,20,20,@5.78,5.78,DAY,07/28/2020 12:56:56 EDT,07/28/2020 13:00:43 EDT
Oblong Inc,OBLG,Buy,Filled,80,80,@3.35,3.35,DAY,07/28/2020 12:52:40 EDT,07/28/2020 14:52:38 EDT
NIO Inc.,NIO,Sell,Filled,38,38,@12.55,12.55,DAY,07/28/2020 12:39:08 EDT,07/28/2020 12:39:09 EDT
Blink Charging,BLNK,Buy,Filled,45,45,@7.30,7.30,DAY,07/28/2020 10:32:25 EDT,07/28/2020 15:36:31 EDT
Dmtar,UFS,Sell,Filled,10,10,@21.60,21.60,DAY,07/28/2020 09:48:00 EDT,07/28/2020 09:48:01 EDT
COSTAMARE,CMRE,Sell,Filled,100,100,@5.04,5.04,DAY,07/28/2020 09:47:18 EDT,07/28/2020 09:47:20 EDT
NIO Inc.,NIO,Sell,Filled,20,20,@11.47,11.47,DAY,07/28/2020 05:53:12 EDT,07/28/2020 05:53:34 EDT
Dmtar,UFS,Sell,Filled,15,15,@22.08,22.08,DAY,07/27/2020 15:22:33 EDT,07/27/2020 15:22:34 EDT
Blmn Brd,BLMN,Sell,Filled,35,35,@11.48,11.48,DAY,07/27/2020 15:21:47 EDT,07/27/2020 15:21:49 EDT
FuelCell Energy,FCEL,Buy,Filled,100,100,@2.43,2.43,DAY,07/27/2020 15:20:40 EDT,07/27/2020 15:20:41 EDT
Pinduoduo,PDD,Sell,Filled,3,3,@83.00,83.00,DAY,07/27/2020 13:05:28 EDT,07/27/2020 13:06:25 EDT
GAN Ltd,GAN,Buy,Filled,10,10,@22.15,22.15,DAY,07/27/2020 13:03:00 EDT,07/27/2020 13:03:53 EDT
Blmn Brd,BLMN,Sell,Cancelled,0,35,@12.00,,DAY,07/27/2020 12:13:20 EDT,
Sphere 3D,ANY,Buy,Filled,100,100,@3.25,3.25,DAY,07/27/2020 12:00:53 EDT,07/27/2020 12:07:29 EDT
Energous,WATT,Buy,Filled,20,20,@2.95,2.95,DAY,07/27/2020 09:48:11 EDT,07/27/2020 12:23:34 EDT
